-4,749,Þว 3์/๑,-4,750,Þว 3์/๑
-2,755,Þ 1์/๑,-6,753,Þ 1์/๑
-4,754,Þว 2์/๑,-8,755,Þว 2์/๑
-7,757,ว 1์/๑,-12,757,ว 1์/๑
-11,753,ย 2์/๑,-12,752,ย 2์/๑
-5,749,ย 3์/๑,-7,749,ย 3์/๑
-5,749,Þย 2์/๑,-4,748,Þย 2์/๑
+1,740,Þว 3์/๑,+1,740,Þว 3์/๑
+1,744,ว 2์/๑,-2,746,ว 2์/๑
0,747,Þ 1์/๑,+2,747,Þ 1์/๑
+1,746,Þว 3์/๑,0,747,Þว 3์/๑
+1,755,Þว 1์/๑,0,756,Þว 1์/๑
-2,760,ย 2์/๑,-5,759,ย 2์/๑
-1,755,ย 2์/๑,0,755,ย 2์/๑
+1,755,ย 3์/๑,0,758,ย 3์/๑
+2,758,ย 2์/๑,-1,758,ย 2์/๑
+1,758,ัว 1์/๑,-6,758,ัว 1์/๑
-5,758,ย 1์/๑,-5,755,ย 1์/๑
-5,750,ย 1์/๑,-6,749,ย 1์/๑
-2,742,ัย 2์/๑,-2,740,ัย 2์/๑
-2,730,ัย 3์/๑,-4,732,ัย 3์/๑
-9,740,ัว 3์/๑,-10,743,ัว 3์/๑
-3,744,ุ,-9,747,ุ
-7,749,ย 2์/๑,-8,750,ย 2์/๑
-7,752,ัย 2์/๑,-8,753,ัย 2์/๑
-6,756,ัย 2์/๑,-10,758,ัย 2์/๑
-7,755,ัย 3์/๑,-10,755,ัย 3์/๑
-7,754,ัย 2์/๑,-10,755,ัย 2์/๑
-5,755,ว 1์/๑,-9,754,ว 1์/๑
-8,752,ย 1์/๑,-10,752,ย 1์/๑
-6,756,ย 4์/๑,-9,758,ย 4์/๑
-8,760,ย 4์/๑,-8,761,ย 4์/๑
-3,764,ั 2์/๑,-6,764,ั 2์/๑
0,766,ัย 2์/๑,-9,767,ัย 2์/๑
+2,766,ว 1์/๑,-2,764,ว 1์/๑
+5,755,ว 1์/๑,+3,753,ว 1์/๑
0,749,ั 2์/๑,-1,755,ั 2์/๑
+5,758,ัว 2์/๑,-1,757,ัว 2์/๑
+7,755,ว 2์/๑,+1,755,ว 2์/๑
+6,752,ว 2์/๑,0,752,ว 2์/๑
+7,751,ว 1์/๑,+3,751,ว 1์/๑
+5,743,Þ 2์/๑,-2,740,Þ 2์/๑
+1,732,Þว 2์/๑,0,734,Þว 2์/๑
-3,742,ัว 2์/๑,-4,743,ัว 2์/๑
+5,737,ว 4์/๑,+2,741,ว 4์/๑
+4,743,Þว 2์/๑,+3,747,Þว 2์/๑
+1,749,ย 1์/๑,+1,749,ย 1์/๑
+7,748,Þว 1์/๑,+4,746,Þว 1์/๑
+9,743,Þ 1์/๑,+5,743,Þ 1์/๑
+11,737,Þว 3์/๑,+8,737,Þว 3์/๑
+5,735,Þว 4์/๑,+2,739,Þว 4์/๑
+4,747,Þว 3์/๑,+2,749,Þว 3์/๑
+7,746,Þ 3์/๑,+5,745,Þ 3์/๑
+8,749,Þว 2์/๑,+7,750,Þว 2์/๑
+16,749,Þย 2์/๑,+11,749,Þย 2์/๑
+8,746,ย 2์/๑,+7,746,ย 2์/๑
+11,749,ย 1์/๑,+8,751,ย 1์/๑
+16,749,ย 2์/๑,+12,749,ย 2์/๑
+14,747,ัย 2์/๑,+12,748,ัย 2์/๑
+15,746,ย 3์/๑,+11,744,ย 3์/๑
+11,743,Þย 2์/๑,+7,743,Þย 2์/๑
+5,743,ว 2์/๑,+3,747,ว 2์/๑
+11,752,ว 1์/๑,+7,752,ว 1์/๑
+16,751,Þ 1์/๑,+13,751,Þ 1์/๑
+18,752,Þย 1์/๑,+12,752,Þย 1์/๑
+21,752,Þ 1์/๑,+18,750,Þ 1์/๑
+17,749,ัย 1์/๑,+11,750,ัย 1์/๑
+9,751,ัย 2์/๑,+10,752,ัย 2์/๑
+15,750,ัย 3์/๑,+10,749,ัย 3์/๑
+13,749,ย 2์/๑,+8,750,ย 2์/๑
+14,751,Þว 1์/๑,+12,751,Þว 1์/๑
+19,750,ว 2์/๑,+16,750,ว 2์/๑
+23,748,Þ 3์/๑,+20,747,Þ 3์/๑
+17,748,ว 2์/๑,+17,746,ว 2์/๑
+14,751,ัว 2์/๑,+8,754,ัว 2์/๑
+10,756,ัว 2์/๑,+8,757,ัว 2์/๑
+13,752,ุ,+11,750,ุ
+8,752,ัว 3์/๑,+6,754,ัว 3์/๑
+13,753,Þว 2์/๑,+9,752,Þว 2์/๑
+17,749,ว 2์/๑,+13,749,ว 2์/๑
+19,745,Þว 3์/๑,+13,746,Þว 3์/๑
+7,750,ัว 3์/๑,+4,755,ัว 3์/๑
+11,759,ัว 2์/๑,+9,761,ัว 2์/๑
+15,761,Þว 1์/๑,+8,760,Þว 1์/๑
+18,756,Þว 1์/๑,+11,755,Þว 1์/๑
+19,748,ย 2์/๑,+17,745,ย 2์/๑
+9,737,ัว 2์/๑,+8,737,ัว 2์/๑
+12,745,Þ 3์/๑,+7,745,Þ 3์/๑
+10,740,ัว 2์/๑,+8,741,ัว 2์/๑
+16,738,ว 2์/๑,+11,741,ว 2์/๑
+17,742,Þว 2์/๑,+15,742,Þว 2์/๑
+16,740,Þว 2์/๑,+11,739,Þว 2์/๑
+17,739,ว 2์/๑,+13,740,ว 2์/๑
+14,740,ว 2์/๑,+11,740,ว 2์/๑
+11,740,ว 2์/๑,+10,743,ว 2์/๑
+12,745,ว 2์/๑,+7,746,ว 2์/๑
+12,743,ั 1์/๑,+8,743,ั 1์/๑
+10,743,ัว 4์/๑,+7,743,ัว 4์/๑
+14,737,ว 2์/๑,+11,737,ว 2์/๑
+13,737,Þว 2์/๑,+11,740,Þว 2์/๑
+16,742,Þว 3์/๑,+13,743,Þว 3์/๑
+11,746,ว 2์/๑,+7,748,ว 2์/๑
+16,748,Þว 3์/๑,+12,747,Þว 3์/๑
+19,740,Þว 2์/๑,+13,741,Þว 2์/๑
+19,743,Þ 1์/๑,+15,744,Þ 1์/๑
+19,751,Þว 2์/๑,+14,752,Þว 2์/๑
+21,753,ั 1์/๑,+14,754,ั 1์/๑
+23,755,ัว 2์/๑,+19,754,ัว 2์/๑
+23,755,ัย 2์/๑,+17,756,ัย 2์/๑
+25,756,ว 2์/๑,+18,755,ว 2์/๑
+27,753,Þว 2์/๑,+20,752,Þว 2์/๑
+19,750,ุ,+18,749,ุ
+24,748,Þ 1์/๑,+20,747,Þ 1์/๑
+16,742,ัย 2์/๑,+14,739,ัย 2์/๑
+15,741,ว 4์/๑,+14,742,ว 4์/๑
+12,743,ว 3์/๑,+12,743,ว 3์/๑
+17,744,ัว 2์/๑,+16,745,ัว 2์/๑
+26,745,ัว 2์/๑,+19,745,ัว 2์/๑
+25,745,ั 2์/๑,+20,745,ั 2์/๑
+19,746,ัว 2์/๑,+14,746,ัว 2์/๑
+21,748,ว 2์/๑,+16,748,ว 2์/๑
+26,749,ว 2์/๑,+19,749,ว 2์/๑
+28,749,ว 2์/๑,+22,748,ว 2์/๑
+25,747,ย 1์/๑,+23,747,ย 1์/๑
+23,746,ัว 1์/๑,+18,746,ัว 1์/๑
+25,746,Þว 2์/๑,+20,746,Þว 2์/๑
+23,746,ัว 2์/๑,+17,746,ัว 2์/๑
+21,740,ว 3์/๑,+15,740,ว 3์/๑
+22,740,Þว 3์/๑,+18,739,Þว 3์/๑
+28,737,ว 2์/๑,+23,737,ว 2์/๑
+24,743,ั 2์/๑,+20,743,ั 2์/๑
+23,743,ัย 3์/๑,+19,744,ัย 3์/๑
+27,746,ัว 3์/๑,+23,746,ัว 3์/๑
+23,749,ัว 3์/๑,+19,750,ัว 3์/๑
+26,749,ว 3์/๑,+23,747,ว 3์/๑
+19,749,ั 2์/๑,+15,750,ั 2์/๑
+17,750,ั 1์/๑,+16,749,ั 1์/๑
+22,745,ว 3์/๑,+17,745,ว 3์/๑
+15,745,ย 1์/๑,+15,746,ย 1์/๑
+25,746,ัย 3์/๑,+20,746,ัย 3์/๑
+21,744,ัย 3์/๑,+16,744,ัย 3์/๑
+21,744,ั 2์/๑,+16,746,ั 2์/๑
+20,749,ั 2์/๑,+17,750,ั 2์/๑
+25,750,ว 3์/๑,+17,750,ว 3์/๑
+29,750,ว 2์/๑,+21,750,ว 2์/๑
+30,751,Þ 1์/๑,+25,751,Þ 1์/๑
+30,749,ัว 2์/๑,+25,749,ัว 2์/๑
+31,749,ัย 1์/๑,+26,750,ัย 1์/๑
+32,751,ย 2์/๑,+27,751,ย 2์/๑
+27,753,Þว 3์/๑,+24,752,Þว 3์/๑
+31,750,ย 2์/๑,+28,748,ย 2์/๑
+27,745,ย 3์/๑,+23,741,ย 3์/๑
+25,743,ว 4์/๑,+22,746,ว 4์/๑
+27,749,Þว 2์/๑,+22,749,Þว 2์/๑
+28,749,ว 2์/๑,+25,749,ว 2์/๑
+31,746,ย 3์/๑,+21,744,ย 3์/๑
+23,747,Þว 3์/๑,+20,748,Þว 3์/๑
+22,746,Þว 2์/๑,+18,745,Þว 2์/๑
+26,743,ย 3์/๑,+23,743,ย 3์/๑
+26,745,ย 1์/๑,+22,745,ย 1์/๑
+26,746,ัว 1์/๑,+24,745,ัว 1์/๑
+30,743,ัย 2์/๑,+22,743,ัย 2์/๑
+19,742,Þว 1์/๑,+20,743,Þว 1์/๑
+28,743,ว 2์/๑,+23,743,ว 2์/๑
+30,746,ัว 3์/๑,+25,747,ัว 3์/๑
+29,748,ัว 3์/๑,+24,749,ัว 3์/๑
+27,749,ัย 2์/๑,+23,749,ัย 2์/๑
+28,749,ว 2์/๑,+24,749,ว 2์/๑
+26,749,ัว 2์/๑,+22,748,ัว 2์/๑
+28,748,ัว 2์/๑,+23,749,ัว 2์/๑
+27,749,ั 2์/๑,+24,749,ั 2์/๑
+28,751,ั 2์/๑,+25,752,ั 2์/๑
+30,753,ัย 1์/๑,+24,753,ัย 1์/๑
+31,754,ัว 1์/๑,+24,754,ัว 1์/๑
+30,754,ย 2์/๑,+23,753,ย 2์/๑
+31,752,ว 2์/๑,+23,752,ว 2์/๑
+32,752,ั 2์/๑,+25,752,ั 2์/๑
+30,752,ั 1์/๑,+22,752,ั 1์/๑
+32,751,ว 2์/๑,+26,752,ว 2์/๑
+29,753,ั 2์/๑,+23,754,ั 2์/๑
+27,755,ว 2์/๑,+20,755,ว 2์/๑
+29,752,ัว 2์/๑,+24,752,ัว 2์/๑
+29,752,ั 1์/๑,+23,753,ั 1์/๑
+27,754,ัย 3์/๑,+23,754,ัย 3์/๑
+28,755,ัย 3์/๑,+24,755,ัย 3์/๑
+29,753,ย 2์/๑,+25,752,ย 2์/๑
+27,754,ัย 2์/๑,+22,754,ัย 2์/๑
+25,760,ย 3์/๑,+19,761,ย 3์/๑
+26,761,ย 2์/๑,+17,760,ย 2์/๑
+30,758,ัย 3์/๑,+26,758,ัย 3์/๑
+30,758,ย 3์/๑,+26,758,ย 3์/๑
+32,760,ย 1์/๑,+25,760,ย 1์/๑
+32,759,ัย 3์/๑,+26,759,ัย 3์/๑
+31,757,ัย 2์/๑,+26,756,ัย 2์/๑
+32,755,ว 2์/๑,+27,755,ว 2์/๑
+32,755,ย 1์/๑,+27,755,ย 1์/๑
+32,755,ั 1์/๑,+23,754,ั 1์/๑
+32,753,ย 2์/๑,+26,752,ย 2์/๑
+34,748,Þว 3์/๑,+27,747,Þว 3์/๑
+31,745,ว 1์/๑,+29,743,ว 1์/๑
+25,746,ว 1์/๑,+23,744,ว 1์/๑
+21,748,ว 3์/๑,+15,749,ว 3์/๑
+17,755,ว 2์/๑,+13,755,ว 2์/๑
+13,752,ั 1์/๑,+9,749,ั 1์/๑
+14,747,ว 3์/๑,+12,748,ว 3์/๑
+10,745,ย 1์/๑,+9,746,ย 1์/๑
+14,749,Þว 3์/๑,+12,749,Þว 3์/๑
+13,749,Þว 4์/๑,+10,749,Þว 4์/๑
+13,749,ัว 3์/๑,+9,751,ัว 3์/๑
+12,754,ัว 2์/๑,+8,755,ัว 2์/๑
+13,755,ว 2์/๑,+11,755,ว 2์/๑
+14,755,ย 2์/๑,+12,755,ย 2์/๑
+18,752,ย 2์/๑,+16,752,ย 2์/๑
+18,748,ย 2์/๑,+12,747,ย 2์/๑
+16,743,Þย 1์/๑,+13,743,Þย 1์/๑
+18,743,Þ 1์/๑,+14,743,Þ 1์/๑
+20,742,Þ 1์/๑,+16,744,Þ 1์/๑
+21,748,ย 2์/๑,+19,746,ย 2์/๑
+27,746,Þ 2์/๑,+23,747,Þ 2์/๑
+16,751,ว 1์/๑,+15,751,ว 1์/๑
+17,749,ย 2์/๑,+19,749,ย 2์/๑
+26,748,ย 1์/๑,+20,747,ย 1์/๑
+24,743,ย 3์/๑,+20,743,ย 3์/๑
+17,745,Þว 3์/๑,+13,746,Þว 3์/๑
+11,742,ุ,+10,742,ุ
+11,746,ว 2์/๑,+9,748,ว 2์/๑
+13,752,ว 1์/๑,+11,752,ว 1์/๑
+10,748,ย 4์/๑,+10,746,ย 4์/๑
+12,746,ย 1์/๑,+11,748,ย 1์/๑
+11,755,ัย 1์/๑,+9,756,ัย 1์/๑
+14,756,ย 2์/๑,+10,755,ย 2์/๑
+16,751,Þย 2์/๑,+16,750,Þย 2์/๑
+19,752,Þย 3์/๑,+14,754,Þย 3์/๑
+15,757,ย 3์/๑,+12,758,ย 3์/๑
+8,755,ย 2์/๑,+8,754,ย 2์/๑
+11,751,ว 3์/๑,+9,752,ว 3์/๑
+11,750,Þว 2์/๑,+10,752,Þว 2์/๑
+15,757,ว 1์/๑,+7,757,ว 1์/๑
+16,757,Þว 2์/๑,+13,756,Þว 2์/๑
+17,754,ย 1์/๑,+13,753,ย 1์/๑
+10,749,ย 2์/๑,+9,748,ย 2์/๑
+11,747,ัย 2์/๑,+10,747,ัย 2์/๑
+12,747,ัว 2์/๑,+9,749,ัว 2์/๑
+7,752,ว 2์/๑,+7,752,ว 2์/๑
+7,756,ว 2์/๑,+6,758,ว 2์/๑
+10,761,ว 1์/๑,+2,762,ว 1์/๑
+10,761,Þว 2์/๑,+7,759,Þว 2์/๑
+8,752,Þว 3์/๑,+7,748,Þว 3์/๑
+10,743,ย 1์/๑,+7,742,ย 1์/๑
+8,746,ัย 2์/๑,+5,746,ัย 2์/๑
+7,747,ัว 2์/๑,+2,749,ัว 2์/๑
+5,755,ัว 1์/๑,-1,757,ัว 1์/๑
+3,756,Þ 1์/๑,+3,755,Þ 1์/๑
+6,746,Þ 2์/๑,+6,745,Þ 2์/๑
+3,749,ัว 1์/๑,+3,751,ัว 1์/๑
+3,758,ัย 1์/๑,+2,760,ัย 1์/๑
+4,760,Þย 2์/๑,+1,760,Þย 2์/๑
+3,756,ย 2์/๑,+3,756,ย 2์/๑
+3,752,Þ 1์/๑,+3,750,Þ 1์/๑
+4,737,Þ 2์/๑,+7,734,Þ 2์/๑
+3,737,ว 1์/๑,+2,738,ว 1์/๑
+1,737,ัว 3์/๑,+1,736,ัว 3์/๑
0,735,ัว 3์/๑,0,737,ัว 3์/๑
+1,741,ั 1์/๑,0,743,ั 1์/๑
+2,748,ว 1์/๑,+2,749,ว 1์/๑
+3,752,ว 2์/๑,+1,755,ว 2์/๑
+2,758,ว 1์/๑,+1,758,ว 1์/๑
+1,757,Þว 2์/๑,+1,755,Þว 2์/๑
+5,755,Þว 3์/๑,+4,756,Þว 3์/๑
+6,756,Þว 3์/๑,+6,757,Þว 3์/๑
+6,756,Þว 5์/๑,+6,755,Þว 5์/๑
+6,745,Þว 4์/๑,+6,738,Þว 4์/๑
+6,728,ว 4์/๑,+5,731,ว 4์/๑
-2,740,ัว 5์/๑,-3,743,ัว 5์/๑
-4,747,ัว 3์/๑,-4,749,ัว 3์/๑
-2,749,ว 1์/๑,-4,750,ว 1์/๑
-2,749,ย 4์/๑,-2,748,ย 4์/๑
0,746,ย 3์/๑,+1,745,ย 3์/๑
+1,752,ั 1์/๑,0,754,ั 1์/๑
0,752,ย 2์/๑,-2,753,ย 2์/๑
-2,753,ย 1์/๑,-2,752,ย 1์/๑
-1,753,ย 3์/๑,-2,752,ย 3์/๑
0,744,ย 1์/๑,+1,743,ย 1์/๑
+1,748,ว 1์/๑,+1,751,ว 1์/๑
+1,758,ย 2์/๑,+1,760,ย 2์/๑
-4,764,ย 3์/๑,-6,764,ย 3์/๑
-7,764,ัย 3์/๑,-7,765,ัย 3์/๑
-5,767,ัย 2์/๑,-8,769,ัย 2์/๑
-7,770,ัย 2์/๑,-11,770,ัย 2์/๑
-10,770,ั 1์/๑,-9,770,ั 1์/๑
-7,769,ัว 1์/๑,-8,769,ัว 1์/๑
-10,773,ย 2์/๑,-13,774,ย 2์/๑
-12,776,ย 1์/๑,-14,777,ย 1์/๑
-10,776,ัว 2์/๑,-11,773,ัว 2์/๑
-12,768,ั 1์/๑,-14,767,ั 1์/๑
-10,767,ย 1์/๑,-13,768,ย 1์/๑
-13,769,ย 2์/๑,-16,768,ย 2์/๑
-13,768,ย 2์/๑,-15,768,ย 2์/๑
-10,765,ย 1์/๑,-11,764,ย 1์/๑
-7,761,Þย 3์/๑,-9,761,Þย 3์/๑
-6,759,Þย 2์/๑,-6,760,Þย 2์/๑
-6,759,Þย 2์/๑,-9,759,Þย 2์/๑
-6,760,ย 3์/๑,-8,759,ย 3์/๑
-5,756,ย 3์/๑,-5,756,ย 3์/๑
-5,760,ย 1์/๑,-6,761,ย 1์/๑
-4,758,ย 1์/๑,-3,760,ย 1์/๑
-3,759,ย 2์/๑,-3,758,ย 2์/๑
+1,751,Þว 1์/๑,+1,749,Þว 1์/๑
-6,753,ว 3์/๑,-7,755,ว 3์/๑
-8,755,ว 2์/๑,-5,754,ว 2์/๑
-5,755,ย 2์/๑,-6,757,ย 2์/๑
-2,752,Þ 3์/๑,-1,750,Þ 3์/๑
+1,752,Þ 2์/๑,+1,754,Þ 2์/๑
-2,755,Þ 2์/๑,-3,755,Þ 2์/๑
-7,755,Þย 2์/๑,-6,755,Þย 2์/๑
-4,758,ั 1์/๑,-4,758,ั 1์/๑
-3,758,ัย 1์/๑,-5,757,ัย 1์/๑
-6,753,ย 2์/๑,-9,752,ย 2์/๑
-7,751,ย 1์/๑,-7,752,ย 1์/๑
-6,755,ย 1์/๑,-5,755,ย 1์/๑
-3,751,ย 3์/๑,-2,749,ย 3์/๑
0,750,Þว 1์/๑,0,747,Þว 1์/๑
+2,737,ัว 4์/๑,+1,743,ัว 4์/๑
-1,747,ว 2์/๑,-3,743,ว 2์/๑
-2,739,ัว 1์/๑,-6,743,ัว 1์/๑
-6,743,Þ 2์/๑,-3,742,Þ 2์/๑
-13,739,ัว 3์/๑,-23,743,ัว 3์/๑
-24,749,ัว 2์/๑,-27,752,ัว 2์/๑
-22,754,ัว 4์/๑,-23,757,ัว 4์/๑
-25,766,ัว 1์/๑,-28,769,ัว 1์/๑
-23,775,ว 1์/๑,-24,776,ว 1์/๑
-21,777,Þว 1์/๑,-23,776,Þว 1์/๑
-15,772,Þ 1์/๑,-14,771,Þ 1์/๑
-14,768,ย 1์/๑,-13,767,ย 1์/๑
-12,768,Þย 2์/๑,-12,768,Þย 2์/๑
-10,767,ย 2์/๑,-13,766,ย 2์/๑
-12,763,ย 4์/๑,-14,763,ย 4์/๑
-12,764,ย 3์/๑,-13,764,ย 3์/๑
-10,766,ย 2์/๑,-12,766,ย 2์/๑
-9,767,ย 3์/๑,-11,767,ย 3์/๑
-10,770,ย 2์/๑,-12,770,ย 2์/๑
-9,773,ย 2์/๑,-11,772,ย 2์/๑
-7,773,ย 2์/๑,-9,773,ย 2์/๑
-7,771,ว 2์/๑,-10,770,ว 2์/๑
-6,767,ว 1์/๑,-9,764,ว 1์/๑
-7,761,Þว 1์/๑,-8,761,Þว 1์/๑
-3,757,ว 3์/๑,-4,757,ว 3์/๑
-5,755,Þว 3์/๑,-7,756,Þว 3์/๑
-6,756,ว 1์/๑,-7,756,ว 1์/๑
-9,753,Þว 1์/๑,-13,752,Þว 1์/๑
-4,749,Þย 3์/๑,-6,749,Þย 3์/๑
-2,749,Þ 2์/๑,-5,750,Þ 2์/๑
-8,752,ย 2์/๑,-11,751,ย 2์/๑
-5,752,Þย 1์/๑,-6,752,Þย 1์/๑
-7,752,ย 2์/๑,-9,752,ย 2์/๑
-7,753,ย 2์/๑,-10,754,ย 2์/๑
-6,755,ว 1์/๑,-9,756,ว 1์/๑
-6,758,ว 1์/๑,-11,760,ว 1์/๑
-9,764,ั 1์/๑,-12,765,ั 1์/๑
-9,764,ว 1์/๑,-11,761,ว 1์/๑
-6,762,ัว 1์/๑,-7,763,ัว 1์/๑
-7,760,ว 3์/๑,-7,758,ว 3์/๑
-4,755,Þว 2์/๑,-5,755,Þว 2์/๑
-6,752,Þย 3์/๑,-8,752,Þย 3์/๑
-3,749,Þย 3์/๑,-3,749,Þย 3์/๑
-7,746,ย 3์/๑,-9,746,ย 3์/๑
-8,746,ัย 3์/๑,-8,748,ัย 3์/๑
-2,752,ย 3์/๑,-3,754,ย 3์/๑
-5,751,ั 1์/๑,-7,750,ั 1์/๑
-6,747,ย 1์/๑,-10,747,ย 1์/๑
-12,743,ัย 3์/๑,-15,742,ัย 3์/๑
-10,739,ย 2์/๑,-11,737,ย 2์/๑
-3,733,Þย 1์/๑,-5,733,Þย 1์/๑
-4,728,ัว 1์/๑,-8,731,ัว 1์/๑
-11,738,ว 2์/๑,-13,742,ว 2์/๑
-10,749,Þว 3์/๑,-10,749,Þว 3์/๑
-3,749,Þ 2์/๑,-2,751,Þ 2์/๑
+1,750,Þย 2์/๑,+1,749,Þย 2์/๑
+3,749,Þว 3์/๑,+1,749,Þว 3์/๑
-2,745,Þว 3์/๑,-5,742,Þว 3์/๑
-3,737,ว 2์/๑,-5,740,ว 2์/๑
-4,740,Þว 3์/๑,-6,742,Þว 3์/๑
-2,741,Þว 4์/๑,-2,742,Þว 4์/๑
0,738,Þว 2์/๑,0,737,Þว 2์/๑
0,733,Þว 1์/๑,-2,736,Þว 1์/๑
+1,741,Þว 2์/๑,-1,742,Þว 2์/๑
-1,746,Þว 3์/๑,-3,749,Þว 3์/๑
+1,747,Þว 2์/๑,+1,748,Þว 2์/๑
+2,746,Þ 3์/๑,+2,745,Þ 3์/๑
+4,740,Þ 2์/๑,+5,741,Þ 2์/๑
+2,751,ัย 1์/๑,-2,752,ัย 1์/๑
+4,748,ย 3์/๑,+7,746,ย 3์/๑
+2,747,ว 1์/๑,-3,751,ว 1์/๑
+2,758,Þว 3์/๑,0,759,Þว 3์/๑
+5,760,Þ 2์/๑,+2,759,Þ 2์/๑
+7,755,ย 3์/๑,+4,754,ย 3์/๑
+10,752,Þย 2์/๑,+5,752,Þย 2์/๑
+1,758,ั 3์/๑,-1,761,ั 3์/๑
+2,759,ย 3์/๑,+1,758,ย 3์/๑
+1,756,Þย 2์/๑,+1,755,Þย 2์/๑
+11,750,Þ 2์/๑,+7,749,Þ 2์/๑
+10,748,Þว 2์/๑,+7,750,Þว 2์/๑
+9,752,Þว 2์/๑,+8,752,Þว 2์/๑
+14,747,Þ 3์/๑,+11,746,Þ 3์/๑
+13,746,Þว 2์/๑,+12,746,Þว 2์/๑
+18,745,Þว 3์/๑,+15,745,Þว 3์/๑
+16,740,Þว 3์/๑,+14,741,Þว 3์/๑
+13,746,ัว 2์/๑,+9,748,ัว 2์/๑
+10,749,ย 4์/๑,+7,749,ย 4์/๑
+12,748,ย 3์/๑,+8,748,ย 3์/๑
+6,746,Þย 1์/๑,+6,749,Þย 1์/๑
+10,750,Þ 3์/๑,+7,752,Þ 3์/๑
+16,749,ย 3์/๑,+10,749,ย 3์/๑
+16,750,Þย 2์/๑,+12,751,Þย 2์/๑
+18,751,Þย 2์/๑,+14,751,Þย 2์/๑
+19,749,ั 1์/๑,+14,749,ั 1์/๑
+17,749,ั 2์/๑,+11,752,ั 2์/๑
+10,755,ย 3์/๑,+6,758,ย 3์/๑
+10,758,ย 3์/๑,+7,758,ย 3์/๑
+13,758,ย 2์/๑,+6,756,ย 2์/๑
+15,754,ั 2์/๑,+10,754,ั 2์/๑
+16,754,ว 2์/๑,+8,753,ว 2์/๑
+18,751,ย 2์/๑,+11,750,ย 2์/๑
+20,745,ัย 3์/๑,+16,745,ัย 3์/๑
+7,746,ัย 5์/๑,+3,749,ัย 5์/๑
+7,755,ั 4์/๑,+4,758,ั 4์/๑
+13,757,ัว 3์/๑,+7,758,ัว 3์/๑
+13,761,ว 2์/๑,+8,761,ว 2์/๑
+16,759,ว 2์/๑,+13,758,ว 2์/๑
+18,757,Þว 2์/๑,+14,757,Þว 2์/๑
+18,752,Þว 2์/๑,+15,751,Þว 2์/๑
+16,747,ั 2์/๑,+13,745,ั 2์/๑
+12,741,ัว 2์/๑,+10,743,ัว 2์/๑
+18,749,ว 2์/๑,+11,751,ว 2์/๑
+21,754,Þว 2์/๑,+17,754,Þว 2์/๑
+18,752,ย 1์/๑,+15,750,ย 1์/๑
+18,746,Þว 3์/๑,+15,747,Þว 3์/๑
+22,748,Þว 2์/๑,+16,749,Þว 2์/๑
+23,749,ัว 2์/๑,+18,750,ัว 2์/๑
+25,750,ย 2์/๑,+20,749,ย 2์/๑
+27,748,ย 2์/๑,+24,746,ย 2์/๑
+30,745,Þย 3์/๑,+24,746,Þย 3์/๑
+21,749,ัว 2์/๑,+13,751,ัว 2์/๑
+19,753,ั 1์/๑,+16,754,ั 1์/๑
+17,755,ว 1์/๑,+16,755,ว 1์/๑
+23,752,Þ 2์/๑,+17,751,Þ 2์/๑
+11,749,ัว 3์/๑,+8,752,ัว 3์/๑
+11,755,ัว 2์/๑,+7,757,ัว 2์/๑
+11,757,ั 2์/๑,+7,758,ั 2์/๑
+14,756,ัย 2์/๑,+11,755,ัย 2์/๑
+18,751,ัย 2์/๑,+14,752,ัย 2์/๑
+19,751,Þว 1์/๑,+15,750,Þว 1์/๑
+11,746,ัย 3์/๑,+10,747,ัย 3์/๑
+21,749,ัว 2์/๑,+13,749,ัว 2์/๑
+18,750,ั 3์/๑,+13,751,ั 3์/๑
+19,751,ัว 2์/๑,+14,752,ัว 2์/๑
+21,752,ุ,+19,753,ุ
+25,752,ั 2์/๑,+20,752,ั 2์/๑
+23,751,ัย 4์/๑,+18,751,ัย 4์/๑
+21,752,ั 2์/๑,+14,752,ั 2์/๑
+19,754,ัย 2์/๑,+16,755,ัย 2์/๑
+25,756,ัย 3์/๑,+21,756,ัย 3์/๑
+27,756,ย 3์/๑,+22,756,ย 3์/๑
+28,755,ย 3์/๑,+22,755,ย 3์/๑
+29,755,ย 3์/๑,+24,755,ย 3์/๑
+31,754,Þ 3์/๑,+25,753,Þ 3์/๑
+30,751,Þย 2์/๑,+26,749,Þย 2์/๑
+27,749,ัย 1์/๑,+21,747,ัย 1์/๑
+30,746,Þ 3์/๑,+24,747,Þ 3์/๑
+25,752,ว 2์/๑,+21,752,ว 2์/๑
+28,749,ย 2์/๑,+26,748,ย 2์/๑
+29,743,ว 3์/๑,+22,744,ว 3์/๑
+25,746,ว 3์/๑,+21,746,ว 3์/๑
+26,742,ั 2์/๑,+19,742,ั 2์/๑
+26,748,Þว 2์/๑,+19,748,Þว 2์/๑
+24,749,ั 2์/๑,+15,752,ั 2์/๑
+21,751,ั 2์/๑,+18,751,ั 2์/๑
+20,749,ัว 2์/๑,+15,749,ัว 2์/๑
+21,751,ัว 2์/๑,+17,751,ัว 2์/๑
+24,751,ว 3์/๑,+17,752,ว 3์/๑
+24,751,Þว 2์/๑,+18,751,Þว 2์/๑
+18,751,ัย 2์/๑,+16,752,ัย 2์/๑
+16,755,ั 2์/๑,+15,754,ั 2์/๑
+13,754,ั 3์/๑,+12,755,ั 3์/๑
+21,753,ัย 3์/๑,+19,752,ัย 3์/๑
